KEY,d13C _Sample,Formation,Std_Fm_Name,Location,Lat,Long,Age,Uncertainty,Known_Uncertainty,Lithology,HC_Ratio,N,Reference,Flags,Notes,Uncertainty_Method
72,16127,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.18,,Strauss 1992 17.9,,,
73,16128,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.19,,Strauss 1992 17.9,,,
74,17029,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.19,,Strauss 1992 17.9,,,
75,17030,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.23,,Strauss 1992 17.9,,,
76,17031,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.11,,Strauss 1992 17.9,,,
77,17032,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.19,,Strauss 1992 17.9,,,
78,17033,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.13,,Strauss 1992 17.9,,,
79,17034,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.11,,Strauss 1992 17.9,,,
80,17035,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.09,,Strauss 1992 17.9,,,
81,17036,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.06,,Strauss 1992 17.9,,,
82,17037,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.07,,Strauss 1992 17.9,,,
83,17038,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.09,,Strauss 1992 17.9,,,
84,17039,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.05,,Strauss 1992 17.9,,,
85,17040,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.01,,Strauss 1992 17.9,,,
86,17041,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.06,,Strauss 1992 17.9,,,
87,17042,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.05,,Strauss 1992 17.9,,,
88,17043,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.04,,Strauss 1992 17.9,,,
89,17044,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.09,,Strauss 1992 17.9,,,
90,17045,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,SH,0.02,,Strauss 1992 17.9,,,
91,17046,Tapley Hill Formation ,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,750,38,,CARB,0.24,,Strauss 1992 17.9,,,
245,16144,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,SH,0.02,,Strauss 1992 17.9,,,
246,16145,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.09,,Strauss 1992 17.9,,,
247,16146,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.04,,Strauss 1992 17.9,,,
248,16147,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.04,,Strauss 1992 17.9,,,
249,16148,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.03,,Strauss 1992 17.9,,,
250,16149,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.05,,Strauss 1992 17.9,,,
251,16150,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.05,,Strauss 1992 17.9,,,
252,17047,Theespruit Formation ,Theespruit Fm,South Africa,-28.7,25.3,3550,178,,CH,0.04,,Strauss 1992 17.9,,,
165,16208,Tooganinie Formation ,"Tooganinie Fm, McArthur Gp",Australia,-23.7,134.1,1600,80,,CARB,1.8,,Strauss 1992 17.9,,,
222,16232,Towers Formation ,Towers Fm,Australia,-23.7,134.1,3435,172,,CH,0.3,,Strauss 1992 17.9,,,
223,16233,Towers Formation ,Towers Fm,Australia,-23.7,134.1,3435,172,,CH,0.16,,Strauss 1992 17.9,,,
224,16234,Towers Formation ,Towers Fm,Australia,-23.7,134.1,3435,172,,CH,0.3,,Strauss 1992 17.9,,,
211,16434,Tumbiana Formation ,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,CH,0.25,,Strauss 1992 17.9,,,
66,17048,Umberatana Group ,Umberatana Gp,Australia,-23.7,134.1,675,34,,,0.49,,Strauss 1992 17.9,,,
177,12028,Upper Albanel Formation ,Albanel Fm,Canada,59.6,-103.1,2100,105,,CARB,0.37,,Strauss 1992 17.9,,,
167,16526,Urquhart Shale ,Urquhart Shale,Australia,-23.7,134.1,1670,84,,SH,0.1,,Strauss 1992 17.9,,,
168,16527,Urquhart Shale ,Urquhart Shale,Australia,-23.7,134.1,1670,84,,SH,0.13,,Strauss 1992 17.9,,,
123,17049,Velkerri Formation ,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,1.01,,Strauss 1992 17.9,,,
124,17050,Velkerri Formation ,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,0.88,,Strauss 1992 17.9,,,
125,17051,Velkerri Formation ,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,0.86,,Strauss 1992 17.9,,,
126,17052,Velkerri Formation ,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,0.79,,Strauss 1992 17.9,,,
127,17053,Velkerri Formation ,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,0.76,,Strauss 1992 17.9,,,
128,17054,Velkerri Formation ,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,0.7,,Strauss 1992 17.9,,,
129,17055,Velkerri Formation ,"Velkerri Fm, Roper Gp",Australia,-23.7,134.1,1350,68,,SH,0.65,,Strauss 1992 17.9,,,
187,16587,Ventersdorp Supergroup ,Ventersdorp Sgp,South Africa,-28.7,25.3,2650,133,,CH,0.11,,Strauss 1992 17.9,,,
182,16730,Wittenoom Dolomite ,"Wittenoom Fm, Hamersley Gp",Australia,-23.7,134.1,2500,125,,SH,0.33,,Strauss 1992 17.9,,,
188,16749,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
189,16750,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
190,16751,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
191,16752,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
192,16753,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
193,16754,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
194,16755,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
195,16756,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
196,16757,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
197,16758,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
198,16759,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
199,16760,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
200,16761,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
201,16762,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
202,16763,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
203,16764,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
204,16765,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
205,16766,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
206,16767,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
207,16768,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
208,16769,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
209,16770,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
210,16771,Witwatersrand Supergroup ,Witwatersrand Sgp,South Africa,-28.7,25.3,2710,136,,Q,0,,Strauss 1992 17.9,,,
61,17056,Wonoka Formation ,Wonoka Fm,Australia,-23.7,134.1,585,29,,CARB,0.47,,Strauss 1992 17.9,,,
136,17057,Yalco Formation ,"Yalco Fm, McArthur Gp",Australia,-23.7,134.1,1485,74,,CARB,0.92,,Strauss 1992 17.9,,,
137,17058,Yalco Formation ,"Yalco Fm, McArthur Gp",Australia,-23.7,134.1,1485,74,,CARB,1.19,,Strauss 1992 17.9,,,
138,17059,Yalco Formation ,"Yalco Fm, McArthur Gp",Australia,-23.7,134.1,1485,74,,CARB,0.91,,Strauss 1992 17.9,,,
139,17060,Yalco Formation ,"Yalco Fm, McArthur Gp",Australia,-23.7,134.1,1485,74,,CARB,1.12,,Strauss 1992 17.9,,,
140,17061,Yalco Formation ,"Yalco Fm, McArthur Gp",Australia,-23.7,134.1,1485,74,,CARB,0.89,,Strauss 1992 17.9,,,
141,17062,Yalco Formation ,"Yalco Fm, McArthur Gp",Australia,-23.7,134.1,1485,74,,CARB,0.93,,Strauss 1992 17.9,,,
255,17063,Khatyspyt Formation ,Khatyspyt Fm,Russia,63.7,98.1,620,31,,SH,1.3,,Strauss 1992 17.5,,,
256,17064,Boonall Dolomite ,Boondall Dolomite,Australia,-23.7,134.1,640,32,,CARB,0.23,,Strauss 1992 17.5,,,
257,17065,Sheepbed Formation ,Sheepbed Fm,Canada,59.6,-103.1,650,33,,SH,0.23,,Strauss 1992 17.5,,,
258,17066,Sheepbed Formation ,Sheepbed Fm,Canada,59.6,-103.1,650,33,,SH,0.22,,Strauss 1992 17.5,,,
259,17067,Sheepbed Formation ,Sheepbed Fm,Canada,59.6,-103.1,650,33,,SH,0.22,,Strauss 1992 17.5,,,
260,17068,Sheepbed Formation ,Sheepbed Fm,Canada,59.6,-103.1,650,33,,SH,0.23,,Strauss 1992 17.5,,,
261,17069,Sheepbed Formation ,Sheepbed Fm,Canada,59.6,-103.1,650,33,,SH,0.25,,Strauss 1992 17.5,,,
262,17070,Biri Formation ,Biri Fm,Norway,65.9,13.6,700,35,,CARB,0.69,,Strauss 1992 17.5,,,
263,17071,Biri Formation ,Biri Fm,Norway,65.9,13.6,700,35,,CARB,0.53,,Strauss 1992 17.5,,,
264,17072,Biri Formation ,Biri Fm,Norway,65.9,13.6,700,35,,CARB,0.58,,Strauss 1992 17.5,,,
265,17073,Biri Formation ,Biri Fm,Norway,65.9,13.6,700,35,,CARB,0.47,,Strauss 1992 17.5,,,
266,17074,Luoquan Formation ,Luoyukou Fm,China,33.9,104.1,700,35,,SILT,0.26,,Strauss 1992 17.5,,,
267,17075,Luoquan Formation ,Luoyukou Fm,China,33.9,104.1,700,35,,SILT,0.31,,Strauss 1992 17.5,,,
268,17076,Luoquan Formation ,Luoyukou Fm,China,33.9,104.1,700,35,,SILT,0.36,,Strauss 1992 17.5,,,
269,17077,Twitya Formation ,Twitya Fm,Canada,59.6,-103.1,700,35,,SH,0.41,,Strauss 1992 17.5,,,
270,17078,Twitya Formation ,Twitya Fm,Canada,59.6,-103.1,700,35,,SH,0.41,,Strauss 1992 17.5,,,
271,17079,Twitya Formation ,Twitya Fm,Canada,59.6,-103.1,700,35,,SH,0.39,,Strauss 1992 17.5,,,
272,17080,Twitya Formation ,Twitya Fm,Canada,59.6,-103.1,700,35,,SH,0.55,,Strauss 1992 17.5,,,
273,17081,Tindelpina Shale Member ,Tindelpina Shale Mbr,Australia,-23.7,134.1,750,38,,SILT,0.18,,Strauss 1992 17.5,,,
274,17082,Woocalla Dolomite Member ,Woocalla Fm,Australia,-23.7,134.1,750,38,,SILT,0.6,,Strauss 1992 17.5,,,
275,17083,River Wakefield Subgroup ,River Wakefield Gp,Australia,-23.7,134.1,775,39,,CH,0.82,,Strauss 1992 17.5,,,
276,17084,River Wakefield Subgroup ,River Wakefield Gp,Australia,-23.7,134.1,775,39,,CH,0.33,,Strauss 1992 17.5,,,
277,17085,Beck Spring Dolomite ,Beck Springs Dolomite,USA,40.7,-96.2,850,43,,CARB,0.14,,Strauss 1992 17.5,,,
278,17086,Kingston Peak Formation ,Kingston Peak Fm,USA,40.7,-96.2,850,43,,CARB,0.27,,Strauss 1992 17.5,,,
279,17087,Love's Creek Member ,"Loves Creek Mbr, Bitter Springs Fm",Australia,-23.7,134.1,850,43,,CARB,0.35,,Strauss 1992 17.5,,,
280,17088,Love's Creek Member ,"Loves Creek Mbr, Bitter Springs Fm",Australia,-23.7,134.1,850,43,,CH,0.39,,Strauss 1992 17.5,,,
281,17089,Walcott Member ,Walcott Mbr,USA,40.7,-96.2,850,43,,SH,0.84,,Strauss 1992 17.5,,,
282,17090,Walcott Member ,Walcott Mbr,USA,40.7,-96.2,850,43,,CARB,0.87,,Strauss 1992 17.5,,,
283,17091,Walcott Member ,Walcott Mbr,USA,40.7,-96.2,850,43,,SH,0.91,,Strauss 1992 17.5,,,
284,17092,Walcott Member ,Walcott Mbr,USA,40.7,-96.2,850,43,,SH,0.77,,Strauss 1992 17.5,,,
285,17093,Walcott Member ,Walcott Mbr,USA,40.7,-96.2,850,43,,CARB,0.69,,Strauss 1992 17.5,,,
286,17094,Walcott Member ,Walcott Mbr,USA,40.7,-96.2,850,43,,CH,0.79,,Strauss 1992 17.5,,,
287,17095,Awatubi Member ,"Awatubi Mbr, Chuar Gp",USA,40.7,-96.2,862,43,,SH,0.6,,Strauss 1992 17.5,,,
288,17096,Awatubi Member ,"Awatubi Mbr, Chuar Gp",USA,40.7,-96.2,862,43,,SH,0.79,,Strauss 1992 17.5,,,
289,17097,Carbon Canyon Member ,Carbon Canyon Mbr,USA,40.7,-96.2,900,45,,SILT,0.74,,Strauss 1992 17.5,,,
290,17098,Carbon Canyon Member ,Carbon Canyon Mbr,USA,40.7,-96.2,900,45,,CARB,0.64,,Strauss 1992 17.5,,,
291,17099,Jupiter Member ,"Jupiter Mbr, Chuar Gp",USA,40.7,-96.2,930,47,,SH,0.5,,Strauss 1992 17.5,,,
292,17100,Jupiter Member ,"Jupiter Mbr, Chuar Gp",USA,40.7,-96.2,930,47,,SH,0.66,,Strauss 1992 17.5,,,
293,17101,Jupiter Member ,"Jupiter Mbr, Chuar Gp",USA,40.7,-96.2,930,47,,SH,0.49,,Strauss 1992 17.5,,,
294,17102,Jupiter Member ,"Jupiter Mbr, Chuar Gp",USA,40.7,-96.2,930,47,,SH,0.63,,Strauss 1992 17.5,,,
295,17103,Red Pine Shale ,Red Pine Shale,USA,40.7,-96.2,950,48,,SH,0.68,,Strauss 1992 17.5,,,
296,17104,Red Pine Shale ,Red Pine Shale,USA,40.7,-96.2,950,48,,SH,0.62,,Strauss 1992 17.5,,,
297,17105,Tanner Member ,"Tanner Mbr, Chuar Gp",USA,40.7,-96.2,950,48,,SH,0.51,,Strauss 1992 17.5,,,
298,17106,Tanner Member ,"Tanner Mbr, Chuar Gp",USA,40.7,-96.2,950,48,,SH,0.55,,Strauss 1992 17.5,,,
299,17107,Tanner Member ,"Tanner Mbr, Chuar Gp",USA,40.7,-96.2,950,48,,SH,1.3,,Strauss 1992 17.5,,,
300,17108,Tanner Member ,"Tanner Mbr, Chuar Gp",USA,40.7,-96.2,950,48,,SH,0.55,,Strauss 1992 17.5,,,
301,17109,Tanner Member ,"Tanner Mbr, Chuar Gp",USA,40.7,-96.2,950,48,,SH,0.51,,Strauss 1992 17.5,,,
302,17110,Allamoore Formation ,Allamoore Fm,USA,40.7,-96.2,1050,53,,CH,0.31,,Strauss 1992 17.5,,,
303,17111,Nonesuch Shale ,Nonesuch Shale,USA,40.7,-96.2,1055,53,,SILT,0.53,,Strauss 1992 17.5,,,
304,17112,Hongshuizhuang Formation ,Honghuizhuang Fm,China,33.9,104.1,1250,63,,SH,0.71,,Strauss 1992 17.5,,,
305,17113,Hongshuizhuang Formation ,Honghuizhuang Fm,China,33.9,104.1,1250,63,,SH,0.62,,Strauss 1992 17.5,,,
306,17114,Wumishan Formation ,Wumishan Fm,China,33.9,104.1,1325,66,,CH,0.54,,Strauss 1992 17.5,,,
307,17115,McMinn Formation ,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SILT,1.13,,Strauss 1992 17.5,,,
308,17116,McMinn Formation ,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SILT,1.19,,Strauss 1992 17.5,,,
309,17117,McMinn Formation ,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SILT,1.13,,Strauss 1992 17.5,,,
310,17118,McMinn Formation ,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SILT,0.3,,Strauss 1992 17.5,,,
311,17119,McMinn Formation ,"McMinn Fm, Roper Gp",Australia,-23.7,134.1,1340,67,,SILT,1.05,,Strauss 1992 17.5,,,
312,17120,Yangzhuang Formation ,Yangzhuang Fm,China,33.9,104.1,1350,68,,CH,0.49,,Strauss 1992 17.5,,,
313,17121,Bungle Bungle Dolomite ,Bungle Bungle Dolomite,Australia,-23.7,134.1,1364,68,,CARB,0.34,,Strauss 1992 17.5,,,
314,17122,Bungle Bungle Dolomite ,Bungle Bungle Dolomite,Australia,-23.7,134.1,1364,68,,CARB,0.26,,Strauss 1992 17.5,,,
315,17123,Dismal Lakes Group ,Dismal Lakes Gp,Canada,59.6,-103.1,1400,70,,CH,0.67,,Strauss 1992 17.5,,,
316,17124,Greyson Shale ,Greyson Shale,USA,40.7,-96.2,1420,71,,SILT,0.37,,Strauss 1992 17.5,,,
317,17125,Gaoyuzhuang Formation ,Gaoyuzhuang Fm,China,33.9,104.1,1425,71,,CH,0.38,,Strauss 1992 17.5,,,
318,17126,Gaoyuzhuang Formation ,Gaoyuzhuang Fm,China,33.9,104.1,1425,71,,CH,0.52,,Strauss 1992 17.5,,,
319,17127,Newland Limestone ,"Newland Fm, Belt Sgp",USA,40.7,-96.2,1440,72,,SH,0.42,,Strauss 1992 17.5,,,
320,17128,Newland Limestone ,"Newland Fm, Belt Sgp",USA,40.7,-96.2,1440,72,,SH,0.26,,Strauss 1992 17.5,,,
321,17129,Newland Limestone ,"Newland Fm, Belt Sgp",USA,40.7,-96.2,1440,72,,SH,0.11,,Strauss 1992 17.5,,,
322,17130,Tuanshanzi Formation ,Tuanshanzi Fm,China,33.9,104.1,1750,88,,CARB,0.57,,Strauss 1992 17.5,,,
323,17131,Chuanlinggou Formation ,Chuanlinggou Fm,China,33.9,104.1,1850,93,,SH,0.38,,Strauss 1992 17.5,,,
324,17132,Chuanlinggou Formation ,Chuanlinggou Fm,China,33.9,104.1,1850,93,,SH,0.33,,Strauss 1992 17.5,,,
325,17133,Chuanlinggou Formation ,Chuanlinggou Fm,China,33.9,104.1,1850,93,,SH,0.53,,Strauss 1992 17.5,,,
326,17134,Koolpin Formation ,Koolpin Fm,Australia,-23.7,134.1,1885,94,,CH,0.17,,Strauss 1992 17.5,,,
327,17135,Fontano Formation ,Fontano Fm,Canada,59.6,-103.1,1900,95,,SH,0.14,,Strauss 1992 17.5,,,
328,17136,Rove Formation ,Rove Fm,USA,40.7,-96.2,1900,95,,SH,0.47,,Strauss 1992 17.5,,,
329,17137,Rove Formation ,Rove Fm,USA,40.7,-96.2,1900,95,,SH,0.42,,Strauss 1992 17.5,,,
330,17138,Rove Formation ,Rove Fm,USA,40.7,-96.2,1900,95,,SH,0.51,,Strauss 1992 17.5,,,
331,17139,Union Island Group ,Union Island Gp,Canada,59.6,-103.1,1900,95,,SH,0.23,,Strauss 1992 17.5,,,
332,17140,Rocknest Formation ,"Rocknest Fm, Coronation Sgp",Canada,59.6,-103.1,1925,96,,CARB,0.18,,Strauss 1992 17.5,,,
333,17141,Rocknest Formation ,"Rocknest Fm, Coronation Sgp",Canada,59.6,-103.1,1925,96,,CARB,0.45,,Strauss 1992 17.5,,,
334,17142,Rocknest Formation ,"Rocknest Fm, Coronation Sgp",Canada,59.6,-103.1,1925,96,,CARB,0.12,,Strauss 1992 17.5,,,
335,17143,Rocknest Formation ,"Rocknest Fm, Coronation Sgp",Canada,59.6,-103.1,1925,96,,CH,0.16,,Strauss 1992 17.5,,,
336,17144,Rocknest Formation ,"Rocknest Fm, Coronation Sgp",Canada,59.6,-103.1,1925,96,,CARB,0.11,,Strauss 1992 17.5,,,
337,17145,Tyler Formation ,Tyler Fm,USA,40.7,-96.2,1950,98,,SH,0.32,,Strauss 1992 17.5,,,
338,17146,Tyler Formation ,Tyler Fm,USA,40.7,-96.2,1950,98,,SH,0.26,,Strauss 1992 17.5,,,
339,17147,Gunflint Iroil Formation ,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.32,,Strauss 1992 17.5,,,
340,17148,Gunflint Iroil Formation ,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.36,,Strauss 1992 17.5,,,
341,17149,Gunflint Iroil Formation ,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CARB,0.44,,Strauss 1992 17.5,,,
342,17150,Gunflint Iroil Formation ,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.54,,Strauss 1992 17.5,,,
343,17151,Gunflint Iroil Formation ,Gunflint Iron Fm,Canada,59.6,-103.1,2090,105,,CH,0.43,,Strauss 1992 17.5,,,
344,17152,Reivilo Formation ,Reivilo Shale Fm,South Africa,-28.7,25.3,2300,115,,SH,0.13,,Strauss 1992 17.5,,,
345,17153,Reivilo Formation ,Reivilo Shale Fm,South Africa,-28.7,25.3,2300,115,,SH,0.35,,Strauss 1992 17.5,,,
346,17154,Reivilo Formation ,Reivilo Shale Fm,South Africa,-28.7,25.3,2300,115,,SH,0.31,,Strauss 1992 17.5,,,
347,17155,Klipfonteinheuwel Formation ,Klipfonteinheuwel Fm,South Africa,-28.7,25.3,2325,116,,CH,0.13,,Strauss 1992 17.5,,,
348,17156,Gamohaan Formation ,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,CARB,0.27,,Strauss 1992 17.5,,,
349,17157,Gamohaan Formation ,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,CARB,0.25,,Strauss 1992 17.5,,,
350,17158,Gamohaan Formation ,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,CARB,0.26,,Strauss 1992 17.5,,,
351,17159,Gamohaan Formation ,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,CARB,0.28,,Strauss 1992 17.5,,,
352,17160,Gamohaan Formation ,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,CARB,0.26,,Strauss 1992 17.5,,,
353,17161,Gamohaan Formation ,Gamohaan Fm,South Africa,-28.7,25.3,2450,123,,SH,0.18,,Strauss 1992 17.5,,,
354,17162,Jeerinah Formation ,"Jeerinah Fm, Fortescue Gp",Australia,-23.7,134.1,2650,133,,SH,0.48,,Strauss 1992 17.5,,,
355,17163,Jeerinah Formation ,"Jeerinah Fm, Fortescue Gp",Australia,-23.7,134.1,2650,133,,SH,0.36,,Strauss 1992 17.5,,,
356,17164,Meentheena Carbonate Member ,Meentheena Mbr,Australia,-23.7,134.1,2750,138,,CH,0.22,,Strauss 1992 17.5,,,
357,17165,Tumbiana Formation ,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,CARB,0.28,,Strauss 1992 17.5,,,
358,17166,Tumbiana Formation ,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,SH,0.47,,Strauss 1992 17.5,,,
359,17167,Tumbiana Formation ,"Tumbiana Fm, Fortescue Gp",Australia,-23.7,134.1,2750,138,,CARB,0.32,,Strauss 1992 17.5,,,
360,17168,Kromberg Formation ,Kromberg Fm,South Africa,-28.7,25.3,3300,165,,CH,0.12,,Strauss 1992 17.5,,,
361,17169,Kromberg Formation ,Kromberg Fm,South Africa,-28.7,25.3,3300,165,,CH,0.14,,Strauss 1992 17.5,,,
