KEY,d13C _Sample,Formation,Std_Fm_Name,Location,Lat,Long,Age,Uncertainty,Known_Uncertainty,Lithology,HC_Ratio,N,Reference,Flags,Notes,Uncertainty_Method
553,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.78,,Lee and Sun 2013,,,Period Average
554,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.04,,Lee and Sun 2013,,,Period Average
555,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.89,,Lee and Sun 2013,,,Period Average
556,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.18,,Lee and Sun 2013,,,Period Average
557,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.36,,Lee and Sun 2013,,,Period Average
558,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.08,,Lee and Sun 2013,,,Period Average
559,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.86,,Lee and Sun 2013,,,Period Average
560,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.9,,Lee and Sun 2013,,,Period Average
561,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.9,,Lee and Sun 2013,,,Period Average
562,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.8,,Lee and Sun 2013,,,Period Average
563,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.85,,Lee and Sun 2013,,,Period Average
564,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.07,,Lee and Sun 2013,,,Period Average
565,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.1,,Lee and Sun 2013,,,Period Average
566,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.77,,Lee and Sun 2013,,,Period Average
567,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.68,,Lee and Sun 2013,,,Period Average
568,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.56,,Lee and Sun 2013,,,Period Average
569,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.04,,Lee and Sun 2013,,,Period Average
570,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,1.07,,Lee and Sun 2013,,,Period Average
571,,Taiwan,"Unknown Fm, Taiwan",Taiwan,23.69,121.06,33,33,X,,0.94,,Lee and Sun 2013,,,Period Average
572,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,275,24,X,,0.16,,Lee and Sun 2013,,,Period Average
573,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,1.36,,Lee and Sun 2013,,,Period Average
574,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,1.44,,Lee and Sun 2013,,,Period Average
575,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,1.43,,Lee and Sun 2013,,,Period Average
576,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,0.84,,Lee and Sun 2013,,,Period Average
577,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,0.96,,Lee and Sun 2013,,,Period Average
578,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,275,24,X,,1.18,,Lee and Sun 2013,,,Period Average
579,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,275,24,X,,1.27,,Lee and Sun 2013,,,Period Average
580,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,329,30,X,,1.38,,Lee and Sun 2013,,,Period Average
581,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,329,30,X,,0.89,,Lee and Sun 2013,,,Period Average
582,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,329,30,X,,0.74,,Lee and Sun 2013,,,Period Average
583,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,275,24,X,,0.7,,Lee and Sun 2013,,,Period Average
584,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,173,27,X,,0.77,,Lee and Sun 2013,,,Period Average
585,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,33,33,X,,,,Lee and Sun 2013,X,H/C = 6.68??? Removed,Period Average
586,,Mainland China,"Unknown Fm, Mainland China",China,33.9,104.1,275,24,X,,0.83,,Lee and Sun 2013,,,Period Average
587,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,33,33,X,,0.25,,Lee and Sun 2013,,,Period Average
588,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,33,33,X,,0.26,,Lee and Sun 2013,,,Period Average
589,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,33,33,X,,0.7,,Lee and Sun 2013,,,Period Average
590,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,106,40,X,,2.54,,Lee and Sun 2013,,,Period Average
591,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,106,40,X,,1.85,,Lee and Sun 2013,,,Period Average
592,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,106,40,X,,3.92,,Lee and Sun 2013,,,Period Average
593,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,106,40,X,,3.88,,Lee and Sun 2013,,,Period Average
594,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,173,27,X,,3.03,,Lee and Sun 2013,,,Period Average
595,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,173,27,X,,2.11,,Lee and Sun 2013,,,Period Average
596,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,173,27,X,,1.52,,Lee and Sun 2013,,,Period Average
597,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,173,27,X,,1.48,,Lee and Sun 2013,,,Period Average
598,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,173,27,X,,2.23,,Lee and Sun 2013,,,Period Average
599,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,227,25,X,,2.77,,Lee and Sun 2013,,,Period Average
600,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,275,24,X,,1.94,,Lee and Sun 2013,,,Period Average
601,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,275,24,X,,1.75,,Lee and Sun 2013,,,Period Average
602,,Australia,"Unknown Fm, Australia",Australia,-23.7,134.1,275,24,X,,1.29,,Lee and Sun 2013,,,Period Average
603,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.00,0.00,,SILT,1.18,,Pratt et al. 1995,,,
604,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.00,0.00,,SILT,1.12,,Pratt et al. 1995,,,
605,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.01,0.01,,SILT,1.143,,Pratt et al. 1995,,,
606,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.01,0.01,,SILT,1.048,,Pratt et al. 1995,,,
607,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.01,0.01,,SILT,0.837,,Pratt et al. 1995,,,
608,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.01,0.01,,SILT,1.202,,Pratt et al. 1995,,,
609,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.02,0.02,,SILT,0.921,,Pratt et al. 1995,,,
610,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.03,0.03,,SILT,0.923,,Pratt et al. 1995,,,
611,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.03,0.03,,SILT,1.041,,Pratt et al. 1995,,,
612,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.03,0.04,,SILT,0.902,,Pratt et al. 1995,,,
613,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.04,0.04,,SILT,0.94,,Pratt et al. 1995,,,
614,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.04,0.04,,SILT,1.107,,Pratt et al. 1995,,,
615,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.05,0.06,,SILT,1.085,,Pratt et al. 1995,,,
616,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.06,0.07,,SILT,1.066,,Pratt et al. 1995,,,
617,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.08,0.08,,SILT,1.122,,Pratt et al. 1995,,,
618,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.09,0.10,,SILT,1.015,,Pratt et al. 1995,,,
619,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.10,0.10,,SILT,1.115,,Pratt et al. 1995,,,
620,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.11,0.11,,SILT,1.015,,Pratt et al. 1995,,,
621,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.11,0.12,,SILT,0.981,,Pratt et al. 1995,,,
622,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.12,0.12,,SILT,1.109,,Pratt et al. 1995,,,
623,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.12,0.12,,SILT,1.157,,Pratt et al. 1995,,,
624,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.13,0.13,,SILT,0.972,,Pratt et al. 1995,,,
625,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.13,0.14,,SILT,1.159,,Pratt et al. 1995,,,
626,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.13,0.14,,SILT,1.078,,Pratt et al. 1995,,,
627,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.14,0.15,,SILT,0.971,,Pratt et al. 1995,,,
628,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.14,0.15,,SILT,0.024,,Pratt et al. 1995,,,
629,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.15,0.16,,SILT,1.131,,Pratt et al. 1995,,,
630,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.16,0.16,,SILT,1.167,,Pratt et al. 1995,,,
631,,"Santa Barbara Basin, CA","Unknown Fm, Santa Barbara Basin, CA","Santa Barbara Basin, CA",34.2,-119.9,0.16,0.17,,SILT,1.053,,Pratt et al. 1995,,,
632,,"Zalesie Nowe,  Poland","Unknown Fm, Zalesie Nowe",Poland,53.1,22.5,420,21,,,0.95,,Delarue et al. 2018,X,Rock-Eval,
633,,"Farrel Quartzite,  Australia",Farrel Quartzite,Australia,-23.7,134.1,3000,150,,,0.42,,Delarue et al. 2018,X,Rock-Eval,
634,,"Farrel Quartzite,  Australia",Farrel Quartzite,Australia,-23.7,134.1,3000,150,,,0.55,,Delarue et al. 2018,X,Rock-Eval,
635,,"Farrel Quartzite,  Australia",Farrel Quartzite,Australia,-23.7,134.1,3000,150,,,0.38,,Delarue et al. 2018,X,Rock-Eval,
636,,"Farrel Quartzite,  Australia",Farrel Quartzite,Australia,-23.7,134.1,3000,150,,,0.31,,Delarue et al. 2018,X,Rock-Eval,
637,,"Farrel Quartzite,  Australia",Farrel Quartzite,Australia,-23.7,134.1,3000,150,,,0.3,,Delarue et al. 2018,X,Rock-Eval,
638,,"Farrel Quartzite,  Australia",Farrel Quartzite,Australia,-23.7,134.1,3000,150,,,0.85,,Delarue et al. 2018,X,Rock-Eval,
639,,"Farrel Quartzite,  Australia",Farrel Quartzite,Australia,-23.7,134.1,3000,150,,,0.24,,Delarue et al. 2018,X,Rock-Eval,
640,,"Kromberg,  South Africa",Kromberg Fm,South Africa,-28.7,25.3,3300,165,,,0.39,,Delarue et al. 2018,X,Rock-Eval,
641,,"Hoeggonoeg,  South Africa",Hooggenoeg Fm,South Africa,-28.7,25.3,3400,170,,,1.35,,Delarue et al. 2018,X,Rock-Eval,
642,,642 Sweden,Alum Shale,Sweden,63.3,16.6,489,23,,,1.03,,Birdwell and Washington 2015,X,fix this,
643,,"643 Colorado, U.S.","Anvil Points Mbr, Green River Fm",USA Colorado,39.7,-108.6,51,3,,,1.56,,Birdwell and Washington 2015,,,
644,,"644 Colorado, U.S.","Garden Gulch Mbr, Green River Fm",USA Colorado,39.7,-108.6,51,3,,,1.5,,Birdwell and Washington 2015,,,
645,,645 Israel,Ghareb Fm,Israel,30.92,34.77,84,18,,,1.39,,Birdwell and Washington 2015,,,
646,,646 Jordan,Ghareb Fm,Israel,30.92,34.77,84,18,,,1.35,,Birdwell and Washington 2015,X,Location even more approximate than usual,
647,,"647 Colorado, U.S.","Uinta Basin, Horse Draw Mine (?)",USA Colorado,39.7,-108.6,33,33,,,1.59,,Birdwell and Washington 2015,X,"Formation uncertain. Unita is Eocene, added uncertainty for all of Cenozoic",
648,,648 England,Kimmeridge Oil Shale,England,50.6,-2.2,155,3,,,1.2,,Birdwell and Washington 2015,,,
649,,"649 Indiana, U.S.",New Albany Shale,USA Colorado,39.7,-108.6,371,48,,,1.08,,Birdwell and Washington 2015,,,
650,,"650 Montana, U.S.",Phosphoria Fm,USA Montana,45.8,-112.5,286,14,,,1.14,,Birdwell and Washington 2015,,,
,6327,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,CAL,1.08,,PMCID 1.1a,,,
,6353,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.45,,PMCID 1.1a,,,
,6691,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",0.88,,PMCID 1.1a,,,
,6692,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",0.69,,PMCID 1.1a,,,
,6693,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",0.62,,PMCID 1.1a,,,
,6695,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",1.06,,PMCID 1.1a,,,
,6697,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",1.06,,PMCID 1.1a,,,
,6698,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",1.06,,PMCID 1.1a,,,
,6699,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",1.06,,PMCID 1.1a,,,
,6700,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.7,,PMCID 1.1a,,,
,6701,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.84,,PMCID 1.1a,,,
,6702,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.28,,PMCID 1.1a,,,
,6703,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.06,,PMCID 1.1a,,,
,6708,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.66,,PMCID 1.1a,,,
,6709,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.32,,PMCID 1.1a,,,
,6711,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.89,,PMCID 1.1a,,,
,6712,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.01,,PMCID 1.1a,,,
,6713,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.97,,PMCID 1.1a,,,
,6714,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.07,,PMCID 1.1a,,,
,6715,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.92,,PMCID 1.1a,,,
,6716,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.45,,PMCID 1.1a,,,
,6717,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.69,,PMCID 1.1a,,,
,6718,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.56,,PMCID 1.1a,,,
,6719,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",1.84,,PMCID 1.1a,,,
,6722,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.57,,PMCID 1.1a,,,
,6723,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",0.93,,PMCID 1.1a,,,
,6728,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,1.05,,PMCID 1.1a,,,
,6730,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.73,,PMCID 1.1a,,,
,6731,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.91,,PMCID 1.1a,,,
,6733,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,,0.9,,PMCID 1.1a,,,
,6734,Boeryd succession,Boeryd Succession,Sweden,63.3,16.6,760,90,X,"CAL, DOL",0.64,,PMCID 1.1a,,,
,16925,Que River Beds,Que River Beds,Australia,-23.7,134.1,520,26,,SH,0.2,,McKirdy and Powell 74,,,
,16926,Inca Formation,Inca Fm,Australia,-23.7,134.1,530,27,,LS,0.71,,McKirdy and Powell 74,,,
,16927,Beetle Creek Formation,Beetle Creek Fm,Australia,-23.7,134.1,530,27,,LS,0.87,,McKirdy and Powell 74,,,
,16928,Moodlatana Formation,Moodlatana Fm,Australia,-23.7,134.1,535,27,,LS,0.67,,McKirdy and Powell 74,,,
,16929,Emu Bay Shale,Emu Bay Shale,Australia,-23.7,134.1,545,27,,SH,0.48,,McKirdy and Powell 74,,,
,16930,Heatherdale Shale,Heatherdale Shale,Australia,-23.7,134.1,560,28,,SH,0.19,,McKirdy and Powell 74,,,
,16931,Parara Limestone,Parara Limestone,Australia,-23.7,134.1,565,28,,LS,0.5,,McKirdy and Powell 74,,,
,16932,Wilkawillina Limestone,Wilkawillina Limestone,Australia,-23.7,134.1,565,28,,LS,0.53,,McKirdy and Powell 74,,,
,16933,Brachina Formation,Brachina Fm,Australia,-23.7,134.1,650,50,X,SH,0.15,,McKirdy and Powell 74,,,
,16934,Brachina Formation,Brachina Fm,Australia,-23.7,134.1,650,50,X,SH,0.11,,McKirdy and Powell 74,,,
,16935,Brachina Formation,Brachina Fm,Australia,-23.7,134.1,650,50,X,SH,0.06,,McKirdy and Powell 74,,,
,16936,Tindelpina Shale Mbr,Tindelpina Shale Mbr,Australia,-23.7,134.1,650,33,,SH,0.14,,McKirdy and Powell 74,,,
,16937,Tapley Hill Formation,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,700,35,,SH,0.15,,McKirdy and Powell 74,,,
,16938,Tapley Hill Formation,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,700,35,,SH,0.18,,McKirdy and Powell 74,,,
,16939,Tapley Hill Formation,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,700,35,,SH,0.25,,McKirdy and Powell 74,,,
,16940,Tapley Hill Formation,"Tapley Hill Fm, Umberatana Gp",Australia,-23.7,134.1,700,35,,SH,0.09,,McKirdy and Powell 74,,,
,16941,"Gillen Mbr, Bitter Springs Formation","Gillen Mbr, Bitter Springs Fm",Australia,-23.7,134.1,900,45,,DOL,0.73,,McKirdy and Powell 74,,,
,16942,Skillogalee Dolomite,Skillogalee Dolomite,Australia,-23.7,134.1,1000,50,,DOL,0.1,,McKirdy and Powell 74,,,
,16943,"Kyalla Mbr, McMinn Formation","Kyalla Mbr, McMinn Fm",Australia,-23.7,134.1,1400,70,,SH,1.17,,McKirdy and Powell 74,,,
,16944,Urquhart Shale,Urquhart Shale,Australia,-23.7,134.1,1500,75,,SH,0.13,,McKirdy and Powell 74,,,
,16945,Marimo Slate,Marimo Slate,Australia,-23.7,134.1,1500,75,,SH,0.05,,McKirdy and Powell 74,,,
,16946,"HYC Pyritic Shale Mbr, Barney Creek Formation","HYC Pyritic Shale Mbr, McArthur Gp",Australia,-23.7,134.1,1600,80,,SH,0.64,,McKirdy and Powell 74,,,
,16947,Golden Dyke Formation,Golden Dyke Fm,Australia,-23.7,134.1,1900,1000,X,SH,0.04,,McKirdy and Powell 74,X,Revisit age and uncertainty,
,16948,Hooggenoeg,Hooggenoeg Fm,South Africa,-28.7,25.3,3472,10,X,,0.41,,McKirdy and Powell 74,,,
,16949,Hooggenoeg,Hooggenoeg Fm,South Africa,-28.7,25.3,3472,10,X,,0.69,,McKirdy and Powell 74,,,
,16950,Hooggenoeg,Hooggenoeg Fm,South Africa,-28.7,25.3,3472,10,X,,0.43,,McKirdy and Powell 74,,,
,16951,Hooggenoeg,Hooggenoeg Fm,South Africa,-28.7,25.3,3472,10,X,,0.58,,McKirdy and Powell 74,,,
,16952,Theespruit,Theespruit Fm,South Africa,-28.7,25.3,3520,18,X,,0.09,,McKirdy and Powell 74,,,
,16953,Theespruit,Theespruit Fm,South Africa,-28.7,25.3,3520,18,X,,0.04,,McKirdy and Powell 74,,,
,16954,Theespruit,Theespruit Fm,South Africa,-28.7,25.3,3520,18,X,,0.04,,McKirdy and Powell 74,,,
,16955,Theespruit,Theespruit Fm,South Africa,-28.7,25.3,3520,18,X,,0.03,,McKirdy and Powell 74,,,
,16956,Theespruit,Theespruit Fm,South Africa,-28.7,25.3,3520,18,X,,0.05,,McKirdy and Powell 74,,,
,16957,Theespruit,Theespruit Fm,South Africa,-28.7,25.3,3520,18,X,,0.05,,McKirdy and Powell 74,,,
,16958,Theespruit,Theespruit Fm,South Africa,-28.7,25.3,3520,18,X,,0.04,,McKirdy and Powell 74,,,
,16959,Uinta Basin,Uinta Basin,USA,40.7,-96.2,55,11,X,,1.51,,Redding et al. 80,,,
,16960,Uinta Basin,Uinta Basin,USA,40.7,-96.2,55,11,X,,1.37,,Redding et al. 80,,,
,16961,Uinta Basin,Uinta Basin,USA,40.7,-96.2,55,11,X,,1.06,,Redding et al. 80,,,
,16962,Uinta Basin,Uinta Basin,USA,40.7,-96.2,55,11,X,,0.73,,Redding et al. 80,,,
,16963,Uinta Basin,Uinta Basin,USA,40.7,-96.2,55,11,X,,0.48,,Redding et al. 80,,,
,16964,Paris Basin,Paris Basin,France,46.9,3.1,199,53,X,,1.31,,Redding et al. 80,,,
,16965,Paris Basin,Paris Basin,France,46.9,3.1,199,53,X,,1.14,,Redding et al. 80,,,
,16966,Paris Basin,Paris Basin,France,46.9,3.1,199,53,X,,1.01,,Redding et al. 80,,,
,16967,Posidonia Shale NW Germany,Posidonia Shale,Germany,50.95,10.16,183,2,X,SH,0.69,,Redding et al. 80,,,
,16968,Posidonia Shale NW Germany,Posidonia Shale,Germany,50.95,10.16,183,2,X,SH,0.56,,Redding et al. 80,,,
,16969,Douala Basin,Douala Basin,Cameroon,5.21,12.67,29,27,X,,0.82,,Redding et al. 80,,,
,16970,Douala Basin,Douala Basin,Cameroon,5.21,12.67,29,27,X,,0.79,,Redding et al. 80,,,
,16971,Douala Basin,Douala Basin,Cameroon,5.21,12.67,29,27,X,,0.71,,Redding et al. 80,,,
,16972,Douala Basin,Douala Basin,Cameroon,5.21,12.67,29,27,X,,0.55,,Redding et al. 80,,,
,16973,Douala Basin,Douala Basin,Cameroon,5.21,12.67,29,27,X,,0.4,,Redding et al. 80,,,
